Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
18042,24,Female,Shirt,Outerwear,42,North Dakota,XL,Cyan,Spring,5.0,No,Store Pickup,Yes,Yes,22,Cryptocurrency,Weekly
18043,24,Male,Handbag,Clothing,68,Delaware,S,Teal,Spring,4.8,No,Same Day Delivery,Yes,Yes,16,Credit Card,Fortnightly
18044,33,Female,Shirt,Outerwear,50,Illinois,L,Gray,Spring,1.0,Yes,Overnight Shipping,No,No,21,Bank Transfer,Monthly
18045,31,Male,Jewelry,Footwear,31,Florida,L,Violet,Fall,2.4,Yes,Next Day Air,Yes,No,93,Cash,Annually
18046,41,Female,Cardigan,Accessories,41,Michigan,XL,Lavender,Summer,3.6,No,Express,No,No,68,Debit Card,Every 3 Months
18047,46,Female,Windbreaker,Outerwear,40,Mississippi,XL,Purple,Winter,2.9,Yes,Express,No,No,15,Cash,Weekly
18048,69,Male,T-shirt,Accessories,44,Washington,XL,Gray,Summer,4.8,Yes,Same Day Delivery,No,Yes,68,Debit Card,Every 3 Months
18049,54,Female,Cardigan,Outerwear,94,Maryland,L,Yellow,Winter,3.1,No,Store Pickup,No,No,90,Bank Transfer,Fortnightly
18050,67,Female,Backpack,Clothing,42,Maryland,L,Magenta,Summer,3.7,No,Free Shipping,Yes,No,72,Credit Card,Every 3 Months
18051,29,Male,Tracksuit,Clothing,88,New Jersey,XL,Red,Fall,1.8,No,Standard,No,Yes,33,Cryptocurrency,Weekly
18052,59,Female,Flip-flops,Clothing,20,Florida,S,Blue,Spring,3.6,No,Express,No,No,93,Debit Card,Weekly
18053,61,Female,Blouse,Footwear,83,Wyoming,XL,White,Spring,2.6,No,2-Day Shipping,No,No,3,Bank Transfer,Every 3 Months
18054,40,Male,Sandals,Clothing,22,Delaware,XL,Magenta,Spring,1.5,Yes,Standard,No,No,88,Venmo,Quarterly
18055,36,Male,Jacket,Clothing,48,New Jersey,XL,Cyan,Summer,2.7,Yes,Overnight Shipping,Yes,No,80,Cash,Annually
18056,38,Male,Coat,Outerwear,21,Alabama,S,Green,Fall,1.4,Yes,Standard,No,Yes,71,Credit Card,Monthly
18057,36,Male,Shirt,Outerwear,36,Minnesota,XL,Black,Winter,1.3,No,Express,Yes,No,51,Cash,Annually
18058,52,Male,Sweater,Clothing,37,West Virginia,XL,Gold,Winter,1.8,Yes,Express,Yes,Yes,71,Debit Card,Quarterly
18059,24,Male,Tracksuit,Clothing,64,North Dakota,L,Turquoise,Fall,2.7,No,Store Pickup,No,Yes,78,Venmo,Every 3 Months
18060,54,Female,Skirt,Outerwear,63,Illinois,L,Gray,Winter,2.8,No,Express,No,No,87,Debit Card,Monthly
18061,61,Male,Tracksuit,Clothing,90,New Mexico,L,Blue,Fall,2.0,Yes,Next Day Air,Yes,Yes,43,Bank Transfer,Every 3 Months
18062,48,Male,Windbreaker,Outerwear,90,Missouri,XL,Brown,Fall,4.7,No,Standard,Yes,No,98,Venmo,Weekly
18063,44,Male,Socks,Outerwear,34,Alaska,S,Beige,Fall,3.9,No,Next Day Air,Yes,No,77,Cash,Fortnightly
18064,60,Male,Raincoat,Clothing,34,Idaho,L,Purple,Summer,1.5,No,Express,Yes,No,95,Cash,Annually
18065,52,Female,Swimsuit,Footwear,77,Delaware,S,Silver,Winter,1.8,Yes,Same Day Delivery,No,No,55,Cash,Weekly
18066,43,Female,Overalls,Footwear,72,Washington,L,Magenta,Fall,3.6,Yes,International Shipping,Yes,No,76,Cash,Fortnightly
18067,61,Male,Vest,Accessories,34,Arizona,M,Purple,Winter,2.1,No,International Shipping,No,No,79,Cryptocurrency,Every 3 Months
18068,34,Female,Jeans,Footwear,42,Iowa,XL,Orange,Winter,4.8,No,International Shipping,Yes,No,36,Cryptocurrency,Bi-Weekly
18069,41,Female,Dress,Outerwear,69,Louisiana,XL,Magenta,Fall,4.3,Yes,Standard,Yes,Yes,71,Venmo,Fortnightly
18070,61,Male,Gloves,Accessories,49,Idaho,L,Red,Winter,1.4,No,Store Pickup,No,No,36,Bank Transfer,Fortnightly
18071,61,Female,Sweater,Footwear,34,Michigan,XL,Silver,Summer,4.1,Yes,Free Shipping,Yes,No,89,PayPal,Every 3 Months
18072,48,Female,Sunglasses,Clothing,82,New York,XL,Indigo,Spring,1.1,No,2-Day Shipping,No,Yes,83,Cryptocurrency,Fortnightly
18073,23,Male,Cardigan,Clothing,71,New Jersey,L,Silver,Summer,2.3,Yes,2-Day Shipping,No,No,4,Cash,Quarterly
18074,51,Female,Sunglasses,Clothing,75,Arizona,S,Violet,Winter,2.6,Yes,International Shipping,Yes,Yes,16,Cryptocurrency,Fortnightly
18075,66,Female,Cufflinks,Clothing,41,North Dakota,S,Charcoal,Winter,2.2,Yes,Express,No,Yes,56,Bank Transfer,Fortnightly
18076,39,Male,Belt,Outerwear,48,Indiana,S,Gray,Spring,3.4,Yes,International Shipping,No,No,34,Cryptocurrency,Fortnightly
18077,35,Male,Belt,Footwear,91,Wyoming,XL,Peach,Spring,4.4,Yes,Same Day Delivery,Yes,No,96,Venmo,Quarterly
18078,30,Female,Handbag,Accessories,66,New Mexico,L,Silver,Spring,1.9,Yes,2-Day Shipping,No,No,77,Credit Card,Quarterly
18079,35,Female,Bracelet,Outerwear,60,New Mexico,M,Beige,Spring,4.3,Yes,Standard,Yes,Yes,80,PayPal,Fortnightly
18080,46,Male,Gloves,Accessories,27,Oregon,M,Olive,Fall,3.8,No,Standard,Yes,Yes,35,Credit Card,Monthly
18081,64,Male,Skirt,Accessories,65,Wyoming,M,Cyan,Spring,4.3,No,Overnight Shipping,Yes,Yes,43,Credit Card,Monthly
18082,34,Female,Swimsuit,Accessories,43,Rhode Island,XL,Green,Summer,3.4,Yes,Next Day Air,Yes,Yes,88,Cryptocurrency,Weekly
18083,29,Female,Blouse,Footwear,58,North Dakota,S,Gold,Fall,3.4,No,Overnight Shipping,No,No,48,Bank Transfer,Fortnightly
18084,48,Male,Sneakers,Outerwear,92,West Virginia,M,Olive,Spring,2.2,No,Same Day Delivery,No,Yes,85,Debit Card,Every 3 Months
18085,18,Male,Jeans,Outerwear,77,Louisiana,S,Peach,Spring,2.8,No,Store Pickup,No,No,74,Bank Transfer,Fortnightly
18086,51,Male,Bracelet,Outerwear,97,South Dakota,M,Black,Summer,3.4,No,Standard,Yes,No,63,PayPal,Quarterly
18087,25,Male,Tie,Clothing,58,Washington,L,Cyan,Spring,3.6,Yes,Same Day Delivery,No,No,30,Credit Card,Fortnightly
18088,64,Male,Blouse,Outerwear,39,South Carolina,L,Pink,Fall,2.6,No,Same Day Delivery,No,No,50,Venmo,Quarterly
18089,66,Male,Raincoat,Footwear,23,West Virginia,L,Green,Summer,1.1,Yes,2-Day Shipping,No,No,91,Cryptocurrency,Monthly
18090,53,Female,Belt,Outerwear,84,West Virginia,S,Peach,Fall,1.3,No,Express,Yes,Yes,50,Cryptocurrency,Monthly
18091,44,Male,Flip-flops,Clothing,37,Oklahoma,S,Gold,Winter,2.8,No,Free Shipping,No,No,60,Cryptocurrency,Bi-Weekly
18092,24,Female,Cufflinks,Accessories,86,Virginia,XL,Brown,Summer,3.3,No,Next Day Air,No,No,65,Cryptocurrency,Bi-Weekly
18093,18,Male,Boots,Clothing,41,New Hampshire,S,Silver,Summer,2.4,No,Store Pickup,Yes,Yes,80,PayPal,Monthly
18094,59,Male,Windbreaker,Clothing,76,Alaska,S,Charcoal,Spring,2.0,No,Free Shipping,No,No,52,Debit Card,Quarterly
18095,69,Female,Coat,Accessories,87,Nevada,M,Gray,Summer,4.7,No,International Shipping,No,Yes,97,Bank Transfer,Fortnightly
18096,20,Female,Sunglasses,Clothing,55,Wyoming,L,Silver,Spring,4.2,Yes,Next Day Air,No,Yes,35,Cryptocurrency,Quarterly
18097,55,Male,Hoodie,Accessories,89,Montana,L,Charcoal,Summer,3.5,No,2-Day Shipping,No,Yes,67,Cryptocurrency,Weekly
18098,39,Female,Boots,Outerwear,37,Georgia,S,Pink,Fall,4.5,No,Free Shipping,Yes,Yes,94,Credit Card,Weekly
18099,52,Male,Backpack,Footwear,54,North Dakota,S,Green,Spring,2.6,Yes,2-Day Shipping,Yes,No,80,Debit Card,Every 3 Months
18100,36,Female,Vest,Clothing,59,New Hampshire,M,Orange,Summer,4.0,Yes,Next Day Air,Yes,No,71,Cash,Quarterly
18101,69,Female,Flip-flops,Outerwear,22,Texas,S,Gray,Fall,3.6,No,Same Day Delivery,Yes,No,22,Debit Card,Weekly
18102,20,Female,Handbag,Footwear,37,Michigan,M,Lavender,Spring,3.7,Yes,Next Day Air,No,No,86,Venmo,Annually
18103,38,Female,Backpack,Clothing,90,Texas,XL,Violet,Winter,3.5,Yes,Next Day Air,No,No,80,Debit Card,Quarterly
18104,29,Male,Socks,Accessories,50,Iowa,S,Green,Fall,2.3,No,Free Shipping,Yes,No,24,Cash,Weekly
18105,57,Male,Dress,Outerwear,25,California,S,Gold,Spring,2.9,No,Standard,No,No,32,Bank Transfer,Every 3 Months
18106,21,Female,Cardigan,Outerwear,35,Colorado,M,Purple,Spring,1.6,No,2-Day Shipping,No,Yes,69,PayPal,Quarterly
18107,51,Female,Gloves,Outerwear,23,Idaho,S,White,Winter,4.2,Yes,Free Shipping,No,No,61,Credit Card,Monthly
18108,70,Male,Pants,Footwear,65,New Jersey,L,Indigo,Fall,1.4,No,Same Day Delivery,No,No,34,Cash,Bi-Weekly
18109,21,Female,Sandals,Clothing,23,Maine,S,Green,Summer,3.1,No,Standard,No,Yes,11,Credit Card,Bi-Weekly
18110,41,Male,Backpack,Accessories,37,South Dakota,XL,Beige,Fall,3.3,No,Next Day Air,Yes,No,76,Venmo,Quarterly
18111,60,Female,Blouse,Footwear,82,Kentucky,S,Turquoise,Summer,4.0,No,International Shipping,Yes,No,8,Cryptocurrency,Fortnightly
18112,57,Female,Jewelry,Footwear,57,Iowa,XL,Purple,Fall,3.4,No,Same Day Delivery,No,Yes,56,Cryptocurrency,Annually
18113,46,Female,Bracelet,Clothing,93,New Jersey,S,Violet,Winter,3.5,Yes,2-Day Shipping,Yes,No,83,PayPal,Bi-Weekly
18114,58,Male,Backpack,Footwear,57,Mississippi,XL,Silver,Winter,4.9,Yes,Express,Yes,No,24,PayPal,Bi-Weekly
18115,22,Male,Shoes,Footwear,94,North Carolina,L,Black,Summer,4.4,Yes,Next Day Air,Yes,No,94,Cash,Fortnightly
18116,56,Male,Coat,Outerwear,81,North Carolina,M,Teal,Winter,3.3,No,Standard,Yes,No,81,Debit Card,Weekly
18117,26,Female,Sandals,Footwear,78,Idaho,M,Yellow,Summer,4.4,No,Standard,Yes,Yes,27,Cryptocurrency,Monthly
18118,26,Female,Swimsuit,Outerwear,53,Alabama,L,Teal,Summer,2.5,Yes,Next Day Air,Yes,No,57,Venmo,Every 3 Months
18119,68,Male,Cap,Accessories,40,Nebraska,L,Maroon,Winter,3.4,Yes,Overnight Shipping,No,Yes,86,Bank Transfer,Weekly
18120,21,Female,Hat,Outerwear,50,Arizona,XL,Peach,Summer,1.1,Yes,Next Day Air,No,Yes,82,Debit Card,Bi-Weekly
18121,30,Male,Watch,Footwear,23,Oregon,M,Magenta,Summer,3.4,Yes,Free Shipping,Yes,Yes,2,Debit Card,Quarterly
18122,51,Male,Hat,Accessories,54,Montana,L,Magenta,Winter,1.2,Yes,Same Day Delivery,No,Yes,85,PayPal,Bi-Weekly
18123,18,Female,Bracelet,Outerwear,71,South Carolina,XL,Black,Summer,2.8,Yes,2-Day Shipping,Yes,Yes,50,Cash,Annually
18124,42,Male,Bracelet,Accessories,67,Wyoming,XL,Green,Fall,2.1,Yes,Store Pickup,Yes,No,55,PayPal,Bi-Weekly
18125,20,Male,Raincoat,Accessories,69,New Hampshire,L,Black,Winter,5.0,No,Same Day Delivery,No,No,82,PayPal,Bi-Weekly
18126,38,Female,Sweater,Outerwear,67,Montana,L,Olive,Summer,4.7,No,International Shipping,Yes,Yes,87,Cash,Monthly
18127,40,Female,Cap,Clothing,80,Hawaii,M,Magenta,Spring,4.9,No,Standard,Yes,Yes,86,Credit Card,Monthly
18128,43,Female,Sneakers,Footwear,52,Hawaii,L,Peach,Summer,4.8,Yes,International Shipping,No,No,81,Debit Card,Weekly
18129,67,Female,Handbag,Outerwear,71,Wisconsin,XL,Green,Summer,1.5,No,Store Pickup,Yes,No,14,Bank Transfer,Weekly
18130,51,Female,Scarf,Footwear,24,North Carolina,S,Black,Spring,2.6,No,Standard,Yes,No,7,Cryptocurrency,Bi-Weekly
18131,53,Female,Handbag,Outerwear,61,Indiana,S,Maroon,Fall,1.7,Yes,Free Shipping,Yes,No,8,Cash,Fortnightly
18132,19,Male,Boots,Accessories,96,California,S,Purple,Winter,4.0,No,International Shipping,No,Yes,25,Credit Card,Fortnightly
18133,31,Female,Scarf,Outerwear,36,Florida,XL,Green,Fall,4.6,No,Express,Yes,Yes,42,PayPal,Monthly
18134,58,Male,Scarf,Footwear,50,West Virginia,S,Gold,Fall,1.9,Yes,International Shipping,Yes,Yes,53,Cryptocurrency,Fortnightly
18135,39,Male,Dress,Accessories,28,Nevada,S,Blue,Winter,2.3,Yes,Store Pickup,No,No,97,Venmo,Fortnightly
18136,47,Female,Overalls,Accessories,84,Indiana,S,Cyan,Spring,2.8,Yes,Express,No,No,83,Cash,Fortnightly
18137,55,Male,Shirt,Outerwear,45,South Dakota,XL,Charcoal,Fall,2.5,Yes,International Shipping,No,Yes,64,Cryptocurrency,Monthly
18138,67,Male,Raincoat,Footwear,66,New Mexico,L,Brown,Winter,1.5,No,Free Shipping,No,No,16,Bank Transfer,Fortnightly
18139,22,Male,Jeans,Clothing,50,Wisconsin,S,White,Spring,3.3,No,2-Day Shipping,No,No,76,Credit Card,Fortnightly
18140,68,Female,Hat,Clothing,48,Tennessee,XL,Blue,Winter,5.0,No,Free Shipping,No,No,69,Venmo,Bi-Weekly
18141,56,Male,Cap,Outerwear,65,South Carolina,L,Purple,Summer,4.5,No,Overnight Shipping,Yes,Yes,51,Cryptocurrency,Fortnightly
18142,62,Female,Cardigan,Clothing,46,Iowa,M,Silver,Spring,3.1,Yes,Express,No,No,28,Credit Card,Every 3 Months
18143,43,Male,Overalls,Clothing,43,Louisiana,M,Purple,Winter,3.2,No,Standard,Yes,No,50,Cryptocurrency,Quarterly
18144,50,Female,Tie,Clothing,71,Nebraska,XL,Beige,Summer,1.1,No,Free Shipping,Yes,No,33,Cash,Weekly
18145,67,Female,Sunglasses,Outerwear,25,South Carolina,XL,Maroon,Fall,3.8,Yes,Free Shipping,No,Yes,1,PayPal,Quarterly
18146,32,Female,Tie,Footwear,95,South Carolina,S,Lavender,Winter,2.0,Yes,Overnight Shipping,No,No,62,Venmo,Weekly
18147,41,Female,Tie,Accessories,49,Florida,M,Beige,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,41,Venmo,Fortnightly
18148,45,Male,Bracelet,Footwear,48,Pennsylvania,M,Peach,Spring,3.1,Yes,Express,No,No,80,Venmo,Quarterly
18149,27,Female,T-shirt,Accessories,75,Nevada,XL,Lavender,Spring,2.2,Yes,Store Pickup,No,No,61,Cryptocurrency,Every 3 Months
18150,46,Male,Earrings,Outerwear,51,Alaska,S,Lavender,Spring,2.9,No,Same Day Delivery,Yes,No,87,Debit Card,Weekly
18151,55,Female,Blouse,Outerwear,72,Tennessee,M,Green,Winter,2.4,Yes,Same Day Delivery,Yes,Yes,87,Cryptocurrency,Quarterly
18152,29,Female,Hat,Footwear,66,Arkansas,M,Maroon,Fall,1.4,No,Standard,No,No,46,Credit Card,Bi-Weekly
18153,52,Female,Vest,Accessories,91,Nebraska,XL,Silver,Summer,2.2,Yes,Overnight Shipping,No,No,11,Bank Transfer,Every 3 Months
18154,31,Female,Necklace,Accessories,78,Ohio,L,Gray,Summer,3.4,Yes,Store Pickup,Yes,No,15,Bank Transfer,Annually
18155,59,Male,Bracelet,Footwear,89,Delaware,S,Black,Summer,2.3,No,International Shipping,Yes,Yes,3,Cryptocurrency,Every 3 Months
18156,30,Male,Dress,Footwear,70,New Mexico,S,Olive,Summer,2.2,Yes,Store Pickup,Yes,No,2,Venmo,Quarterly
18157,63,Female,Shorts,Clothing,80,Kansas,XL,Brown,Spring,2.4,Yes,Overnight Shipping,No,Yes,76,Venmo,Annually
18158,25,Male,Cardigan,Accessories,92,Ohio,S,Olive,Spring,1.3,No,International Shipping,No,No,79,PayPal,Weekly
18159,53,Male,Sandals,Outerwear,84,Virginia,XL,Teal,Fall,4.9,No,Next Day Air,Yes,Yes,87,PayPal,Annually
18160,56,Male,Gloves,Outerwear,41,Georgia,XL,Pink,Fall,1.6,Yes,Overnight Shipping,No,Yes,1,Debit Card,Monthly
18161,70,Male,Sandals,Outerwear,61,Florida,S,Beige,Fall,1.5,No,Overnight Shipping,Yes,Yes,9,Credit Card,Annually
18162,26,Male,Necklace,Clothing,67,Connecticut,M,Gray,Spring,3.8,Yes,Store Pickup,Yes,No,50,PayPal,Bi-Weekly
18163,70,Female,Jewelry,Clothing,49,Georgia,L,Purple,Summer,3.5,No,Free Shipping,No,No,54,Debit Card,Annually
18164,53,Male,Backpack,Outerwear,27,Montana,L,Gold,Winter,4.9,No,Express,No,Yes,41,Venmo,Monthly
18165,65,Female,Backpack,Footwear,46,Nevada,M,Maroon,Winter,4.1,Yes,International Shipping,Yes,No,57,Credit Card,Bi-Weekly
18166,59,Female,Coat,Accessories,59,Michigan,XL,Blue,Fall,3.5,Yes,Same Day Delivery,Yes,No,10,Cryptocurrency,Quarterly
18167,42,Male,Watch,Clothing,68,Kansas,XL,Lavender,Winter,1.9,No,Same Day Delivery,Yes,Yes,77,Venmo,Monthly
18168,52,Female,Pants,Accessories,32,New Hampshire,S,Yellow,Fall,3.4,Yes,Standard,No,No,86,Cryptocurrency,Bi-Weekly
18169,24,Male,Loafers,Clothing,84,Montana,S,Red,Fall,3.8,No,2-Day Shipping,No,No,35,PayPal,Fortnightly
18170,29,Male,Blouse,Accessories,93,Vermont,XL,Gray,Fall,2.8,No,Store Pickup,Yes,No,93,Cash,Weekly
18171,30,Female,Shirt,Footwear,64,Pennsylvania,XL,Pink,Summer,3.8,No,Standard,No,Yes,18,Debit Card,Annually
18172,39,Male,Sweater,Clothing,49,Kentucky,XL,Turquoise,Winter,4.6,Yes,Free Shipping,No,Yes,64,Cryptocurrency,Fortnightly
18173,64,Female,Jewelry,Clothing,65,Delaware,L,Cyan,Winter,2.3,Yes,Express,Yes,Yes,55,Venmo,Monthly
18174,21,Female,Coat,Outerwear,41,North Dakota,M,Gold,Summer,2.2,No,International Shipping,No,No,89,Cash,Annually
18175,32,Male,Tie,Footwear,97,Indiana,L,Cyan,Summer,2.4,Yes,Next Day Air,No,No,70,Debit Card,Quarterly
18176,26,Female,Swimsuit,Outerwear,22,Montana,S,Magenta,Winter,2.7,No,Express,Yes,No,4,Credit Card,Bi-Weekly
18177,42,Male,Raincoat,Accessories,61,Texas,M,Violet,Winter,1.2,Yes,2-Day Shipping,Yes,Yes,52,Debit Card,Quarterly
18178,32,Male,Overalls,Accessories,20,Alaska,L,Black,Summer,4.4,Yes,Overnight Shipping,No,Yes,56,PayPal,Monthly
18179,43,Male,Coat,Accessories,24,Maine,XL,Teal,Winter,1.3,No,2-Day Shipping,No,No,45,PayPal,Bi-Weekly
18180,34,Female,Bracelet,Accessories,81,Louisiana,XL,Red,Fall,3.8,No,2-Day Shipping,Yes,No,55,Cash,Every 3 Months
18181,66,Male,Handbag,Accessories,29,Virginia,L,White,Summer,1.3,Yes,Express,Yes,Yes,65,Venmo,Monthly
18182,40,Male,Sweater,Clothing,79,Minnesota,L,Purple,Summer,2.9,Yes,Overnight Shipping,No,No,98,PayPal,Quarterly
18183,27,Male,Shirt,Clothing,87,New Jersey,L,Green,Spring,2.1,No,Free Shipping,Yes,No,49,Venmo,Monthly
18184,62,Female,Necklace,Footwear,97,South Carolina,L,Yellow,Summer,4.2,Yes,Next Day Air,No,No,20,Credit Card,Annually
18185,67,Female,Vest,Clothing,47,Ohio,S,Gray,Spring,3.7,No,2-Day Shipping,No,Yes,0,Cryptocurrency,Bi-Weekly
18186,30,Male,Earrings,Footwear,49,West Virginia,XL,Yellow,Summer,4.4,No,Same Day Delivery,Yes,No,8,Cryptocurrency,Fortnightly
18187,31,Female,Flip-flops,Footwear,59,New Hampshire,XL,Indigo,Summer,4.6,Yes,Same Day Delivery,Yes,No,0,Venmo,Weekly
18188,49,Female,Vest,Outerwear,53,New Jersey,L,Lavender,Summer,2.5,No,Standard,No,Yes,85,PayPal,Annually
18189,35,Male,Pants,Clothing,30,Ohio,S,Silver,Spring,1.6,Yes,Store Pickup,Yes,No,46,Venmo,Weekly
18190,20,Female,Flip-flops,Outerwear,58,Kansas,XL,Olive,Winter,4.0,No,Standard,No,Yes,51,Venmo,Annually
18191,43,Male,Necklace,Footwear,95,North Dakota,S,Blue,Spring,1.1,No,Next Day Air,No,No,66,Cash,Annually
18192,24,Female,Vest,Clothing,34,Hawaii,XL,Beige,Summer,1.2,Yes,International Shipping,Yes,Yes,27,PayPal,Annually
18193,40,Female,Blouse,Footwear,62,Tennessee,M,Teal,Summer,1.4,Yes,2-Day Shipping,No,Yes,96,PayPal,Fortnightly
18194,42,Male,Sweater,Accessories,75,Vermont,XL,Yellow,Summer,2.6,Yes,Overnight Shipping,No,No,5,Cash,Fortnightly
18195,32,Male,Shorts,Clothing,27,Virginia,M,Olive,Fall,1.9,No,International Shipping,No,Yes,96,Cash,Quarterly
18196,58,Female,Shirt,Accessories,55,Illinois,M,Purple,Fall,2.3,No,Next Day Air,No,Yes,97,PayPal,Bi-Weekly
18197,53,Female,Tracksuit,Clothing,20,Michigan,M,Turquoise,Summer,1.2,Yes,International Shipping,Yes,No,64,Cryptocurrency,Fortnightly
18198,19,Male,Coat,Clothing,59,Michigan,L,Brown,Summer,1.1,No,Free Shipping,Yes,Yes,86,Cryptocurrency,Weekly
18199,37,Male,Hoodie,Footwear,87,California,S,Silver,Spring,2.9,Yes,Next Day Air,Yes,Yes,5,Credit Card,Monthly
18200,25,Female,Raincoat,Accessories,62,Utah,L,Turquoise,Spring,4.2,No,Free Shipping,No,Yes,75,Cryptocurrency,Annually
18201,60,Female,Jewelry,Clothing,93,Wyoming,S,Peach,Summer,1.3,No,2-Day Shipping,Yes,Yes,1,Cryptocurrency,Bi-Weekly
18202,43,Male,Windbreaker,Outerwear,65,Nevada,XL,Brown,Summer,2.4,No,International Shipping,Yes,Yes,85,PayPal,Fortnightly
18203,31,Male,Belt,Outerwear,85,Kentucky,M,Gray,Winter,4.3,No,Store Pickup,Yes,Yes,5,Credit Card,Quarterly
18204,25,Female,Sandals,Outerwear,69,Utah,S,Olive,Winter,4.9,No,Same Day Delivery,Yes,Yes,22,Cash,Bi-Weekly
18205,47,Male,Hat,Accessories,47,Kentucky,XL,Maroon,Spring,3.7,No,Same Day Delivery,Yes,No,2,Venmo,Weekly
18206,44,Male,Socks,Outerwear,76,Iowa,S,Violet,Winter,4.5,Yes,International Shipping,No,No,67,Cash,Weekly
18207,39,Male,Backpack,Accessories,56,Colorado,L,Turquoise,Winter,1.9,No,Next Day Air,No,No,94,Cryptocurrency,Weekly
18208,68,Female,Cardigan,Accessories,38,Connecticut,L,Beige,Winter,2.9,Yes,Overnight Shipping,Yes,No,83,Credit Card,Quarterly
18209,52,Male,Belt,Clothing,42,South Carolina,M,Turquoise,Summer,2.7,Yes,Standard,Yes,No,46,Venmo,Weekly
18210,43,Female,Overalls,Outerwear,69,Wisconsin,M,Olive,Spring,1.1,No,Store Pickup,No,Yes,48,Credit Card,Every 3 Months
18211,70,Male,Sunglasses,Outerwear,91,Massachusetts,S,Red,Fall,3.7,No,Express,Yes,No,6,Credit Card,Bi-Weekly
18212,41,Female,Sneakers,Outerwear,75,North Carolina,M,Magenta,Summer,3.0,Yes,Free Shipping,No,Yes,9,Cash,Quarterly
18213,51,Female,Cardigan,Clothing,76,Virginia,S,Blue,Summer,1.8,Yes,Express,No,No,87,PayPal,Bi-Weekly
18214,60,Male,Necklace,Clothing,20,Pennsylvania,L,Magenta,Fall,2.2,Yes,2-Day Shipping,Yes,Yes,75,Bank Transfer,Bi-Weekly
18215,28,Male,Dress,Outerwear,49,Hawaii,S,Orange,Summer,4.4,Yes,Standard,Yes,No,85,Credit Card,Quarterly
18216,33,Female,Sunglasses,Footwear,86,Ohio,S,Black,Winter,1.8,No,Next Day Air,Yes,No,97,Credit Card,Monthly
18217,61,Female,Watch,Footwear,91,Montana,L,Silver,Spring,3.2,Yes,Next Day Air,No,Yes,89,Cryptocurrency,Bi-Weekly
18218,34,Female,Coat,Footwear,60,Montana,M,Turquoise,Spring,1.7,Yes,Next Day Air,No,No,32,Credit Card,Bi-Weekly
18219,34,Male,Shirt,Clothing,80,Georgia,L,Gray,Spring,1.6,Yes,Overnight Shipping,Yes,No,50,Debit Card,Bi-Weekly
18220,21,Female,Loafers,Outerwear,48,South Carolina,L,Olive,Fall,3.3,No,International Shipping,Yes,Yes,87,PayPal,Quarterly
18221,23,Male,Sneakers,Footwear,93,Ohio,S,Black,Summer,3.1,No,Overnight Shipping,No,Yes,28,Bank Transfer,Every 3 Months
18222,52,Female,Scarf,Footwear,69,Wyoming,S,Orange,Summer,2.1,No,Next Day Air,No,No,65,Cryptocurrency,Weekly
18223,70,Male,Jewelry,Outerwear,79,Arizona,L,Lavender,Summer,2.0,No,Free Shipping,No,Yes,74,Credit Card,Quarterly
18224,30,Male,Scarf,Outerwear,85,Alaska,M,Black,Summer,4.7,No,Express,Yes,No,39,Venmo,Bi-Weekly
18225,37,Male,Jeans,Clothing,91,Massachusetts,L,Lavender,Spring,1.5,Yes,Express,Yes,Yes,77,Debit Card,Quarterly
18226,39,Male,Raincoat,Clothing,69,Nebraska,S,Cyan,Fall,1.8,No,International Shipping,No,Yes,57,Cryptocurrency,Fortnightly
18227,45,Female,Windbreaker,Accessories,93,Louisiana,M,Black,Winter,4.3,Yes,Next Day Air,Yes,No,27,Debit Card,Fortnightly
18228,31,Male,Shirt,Clothing,35,New Hampshire,S,Black,Fall,4.1,No,Same Day Delivery,No,Yes,25,Cryptocurrency,Monthly
18229,51,Male,Pants,Accessories,43,Idaho,L,Maroon,Spring,1.7,No,2-Day Shipping,Yes,No,32,Debit Card,Weekly
18230,38,Male,Flip-flops,Clothing,25,Wyoming,M,Indigo,Spring,3.4,No,Overnight Shipping,Yes,Yes,16,Credit Card,Weekly
18231,70,Female,Windbreaker,Accessories,24,Maryland,M,Indigo,Summer,3.3,No,Free Shipping,No,Yes,10,Venmo,Annually
18232,18,Male,Tracksuit,Accessories,52,California,L,Black,Spring,1.9,No,Next Day Air,No,Yes,98,Venmo,Annually
18233,62,Female,Handbag,Clothing,20,Iowa,S,Charcoal,Spring,2.7,Yes,Overnight Shipping,No,Yes,85,PayPal,Every 3 Months
18234,67,Female,Sweater,Clothing,55,Virginia,XL,Silver,Winter,3.8,No,2-Day Shipping,No,Yes,35,PayPal,Weekly
18235,62,Female,Vest,Clothing,56,North Dakota,L,Indigo,Spring,2.1,No,2-Day Shipping,Yes,Yes,67,Debit Card,Monthly
18236,40,Female,Sandals,Clothing,36,Kansas,L,Gold,Fall,2.3,Yes,Standard,Yes,Yes,13,Cryptocurrency,Monthly
18237,54,Female,Earrings,Footwear,49,New York,L,Violet,Spring,3.8,Yes,Store Pickup,No,Yes,67,Debit Card,Weekly
18238,32,Female,Bracelet,Footwear,64,Montana,XL,Charcoal,Fall,4.1,No,Store Pickup,No,Yes,41,Bank Transfer,Every 3 Months
